Id,Score,Probability,Expected_Loss,Actual,Decision,Total_Delinquencies,Delinquency_Segment
96442,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
107646,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
13017,681.7946117220525,0.00788954645395279,47.337278723716736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
23987,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,1.574786761227209,Low Delinquencies (1-2)
146748,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
115482,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
38107,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
129434,583.9895403001943,0.07079645991325378,424.7787594795227,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
129458,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
28465,583.7707637976719,0.071129709482193,426.77825689315796,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
3276,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
112316,579.972105874149,0.0771513357758522,462.9080146551132,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
94303,579.972105874149,0.0771513357758522,462.9080146551132,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
20364,474.8666431756952,0.48669201135635376,2920.1520681381226,1,Manual Review,2.553084594213763,High Delinquencies (3+)
32162,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
91703,575.9057182338308,0.08411215245723724,504.67291474342346,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
108944,415.9364099205111,0.7872340679168701,4723.404407501221,0,Decline,5.4879780931734246,High Delinquencies (3+)
133782,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
26774,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
142665,487.5940129347316,0.4140350818634033,2484.21049118042,0,Manual Review,2.553084594213763,High Delinquencies (3+)
63921,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
88112,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
43274,681.7946117220525,0.00788954645395279,47.337278723716736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
129174,598.0501969449616,0.05218377709388733,313.102662563324,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
2939,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
35085,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
5640,598.0501969449616,0.05218377709388733,313.102662563324,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
51491,681.7946117220525,0.00788954645395279,47.337278723716736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
69401,561.2095391374235,0.11423549801111221,685.4129880666733,1,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
18122,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
130307,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
54218,629.454205011187,0.025957973673939705,155.74784204363823,1,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
6027,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
13737,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
145965,646.2970616329293,0.017738359048962593,106.43015429377554,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
112401,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
13933,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
21375,681.7946117220525,0.00788954645395279,47.337278723716736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
25919,578.809270889197,0.07908611744642258,474.5167046785354,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
124683,578.809270889197,0.07908611744642258,474.5167046785354,0,Auto-Approve,1.574786761227209,Low Delinquencies (1-2)
43348,487.5940129347316,0.4140350818634033,2484.21049118042,0,Manual Review,2.553084594213763,High Delinquencies (3+)
79669,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
125868,548.6437594867331,0.14705882966518402,882.3529779911041,0,Auto-Approve,1.574786761227209,Low Delinquencies (1-2)
17324,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
92612,599.771604120198,0.05025125667452812,301.50754004716873,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
140532,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
35476,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
103322,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
92183,500.17914007903266,0.34567901492118835,2074.07408952713,1,Manual Review,0.5964889282406552,Low Delinquencies (1-2)
140269,474.8666431756952,0.48669201135635376,2920.1520681381226,0,Manual Review,2.553084594213763,High Delinquencies (3+)
143110,520.6843141353413,0.24752475321292877,1485.1485192775726,0,Manual Review,2.553084594213763,High Delinquencies (3+)
121643,690.9852984713959,0.00638977624475956,38.33865746855736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
142081,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
139877,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
92340,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
121956,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
103622,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
45427,529.5623000796503,0.21132075786590576,1267.9245471954346,0,Manual Review,-0.3818089047458986,Low Delinquencies (1-2)
42060,598.0501969449616,0.05218377709388733,313.102662563324,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
134156,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
36553,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
145148,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
105279,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
28199,578.809270889197,0.07908611744642258,474.5167046785354,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
116393,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
18240,565.1239176631906,0.10539846122264862,632.3907673358917,1,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
61135,576.3451217486806,0.0833333358168602,500.0000149011612,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
45822,646.2970616329293,0.017738359048962593,106.43015429377554,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
52320,474.8666431756952,0.48669201135635376,2920.1520681381226,0,Manual Review,3.531382427200317,High Delinquencies (3+)
3932,458.66695182505873,0.5795795917510986,3477.477550506592,1,Manual Review,5.4879780931734246,High Delinquencies (3+)
83314,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
8442,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
7913,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
32477,646.2970616329293,0.017738359048962593,106.43015429377554,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
90034,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
57737,529.5623000796503,0.21132075786590576,1267.9245471954346,1,Manual Review,3.531382427200317,High Delinquencies (3+)
59592,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
147818,598.0501969449616,0.05218377709388733,313.102662563324,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
118490,602.9125272500714,0.04689863696694374,281.39182180166245,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
134011,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
60809,536.4639908435206,0.1859649121761322,1115.7894730567932,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
55404,690.9852984713959,0.00638977624475956,38.33865746855736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
21241,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
63445,474.8666431756952,0.48669201135635376,2920.1520681381226,0,Manual Review,0.5964889282406552,Low Delinquencies (1-2)
115841,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
12338,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
88181,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
92711,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
139195,474.8666431756952,0.48669201135635376,2920.1520681381226,1,Manual Review,2.553084594213763,High Delinquencies (3+)
80218,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
48212,528.6925803161123,0.21468926966190338,1288.13561797142,0,Manual Review,0.5964889282406552,Low Delinquencies (1-2)
96510,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
33295,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
74560,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
40870,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
3144,598.0501969449616,0.05218377709388733,313.102662563324,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
32452,690.9852984713959,0.00638977624475956,38.33865746855736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
113521,602.9125272500714,0.04689863696694374,281.39182180166245,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
148605,565.1239176631906,0.10539846122264862,632.3907673358917,1,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
36371,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
77042,646.2970616329293,0.017738359048962593,106.43015429377554,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
49567,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
109744,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
51924,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
77853,602.9125272500714,0.04689863696694374,281.39182180166245,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
110770,599.771604120198,0.05025125667452812,301.50754004716873,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
42679,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
125132,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
8058,487.5940129347316,0.4140350818634033,2484.21049118042,0,Manual Review,3.531382427200317,High Delinquencies (3+)
30301,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
30854,578.809270889197,0.07908611744642258,474.5167046785354,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
63070,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
113053,681.7946117220525,0.00788954645395279,47.337278723716736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
75014,578.809270889197,0.07908611744642258,474.5167046785354,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
117823,602.9125272500714,0.04689863696694374,281.39182180166245,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
18634,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
97644,458.66695182505873,0.5795795917510986,3477.477550506592,0,Manual Review,2.553084594213763,High Delinquencies (3+)
2396,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
14848,548.6437594867331,0.14705882966518402,882.3529779911041,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
127767,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
18642,583.9895403001943,0.07079645991325378,424.7787594795227,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
148303,681.7946117220525,0.00788954645395279,47.337278723716736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
123358,565.1239176631906,0.10539846122264862,632.3907673358917,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
47200,871.1892176816345,0.0,0.0,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
75434,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
84230,448.5414347826931,0.6352941393852234,3811.7648363113403,1,Manual Review,3.531382427200317,High Delinquencies (3+)
146786,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
142949,681.7946117220525,0.00788954645395279,47.337278723716736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
112899,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
21498,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
79798,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
124742,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
36150,615.1285747213171,0.03577817603945732,214.66905623674393,1,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
21353,681.7946117220525,0.00788954645395279,47.337278723716736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
61635,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
137719,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
113736,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
98099,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
17373,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
10612,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
84871,536.4639908435206,0.1859649121761322,1115.7894730567932,0,Auto-Approve,1.574786761227209,Low Delinquencies (1-2)
133707,598.0501969449616,0.05218377709388733,313.102662563324,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
64201,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
89143,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
142557,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
16677,598.0501969449616,0.05218377709388733,313.102662563324,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
42842,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
126082,646.2970616329293,0.017738359048962593,106.43015429377554,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
42101,681.7946117220525,0.00788954645395279,47.337278723716736,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
104030,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
55515,513.531658421882,0.2795698940753937,1677.4193644523618,1,Manual Review,2.553084594213763,High Delinquencies (3+)
134497,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
23506,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
95305,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
90379,602.9125272500714,0.04689863696694374,281.39182180166245,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
49977,646.2970616329293,0.017738359048962593,106.43015429377554,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
68286,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
89337,536.4639908435206,0.1859649121761322,1115.7894730567932,0,Auto-Approve,1.574786761227209,Low Delinquencies (1-2)
56611,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
83760,575.9057182338308,0.08411215245723724,504.67291474342346,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
20025,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
5614,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
67556,704.0581834940307,0.004731861408799887,28.39116845279932,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
72405,513.531658421882,0.2795698940753937,1677.4193644523618,0,Manual Review,0.5964889282406552,Low Delinquencies (1-2)
87778,646.2970616329293,0.017738359048962593,106.43015429377554,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
123161,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
143165,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
54694,565.1239176631906,0.10539846122264862,632.3907673358917,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
28719,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
133453,602.9125272500714,0.04689863696694374,281.39182180166245,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
111445,583.7707637976719,0.071129709482193,426.77825689315796,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
106256,602.9125272500714,0.04689863696694374,281.39182180166245,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
122582,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
142608,548.6437594867331,0.14705882966518402,882.3529779911041,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
74819,474.8666431756952,0.48669201135635376,2920.1520681381226,1,Manual Review,2.553084594213763,High Delinquencies (3+)
23242,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
18157,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
114811,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
131182,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
69098,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
74944,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
123908,415.9364099205111,0.7872340679168701,4723.404407501221,1,Decline,4.509680260186871,High Delinquencies (3+)
83467,615.1285747213171,0.03577817603945732,214.66905623674393,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
95715,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
52083,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
41238,598.0501969449616,0.05218377709388733,313.102662563324,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
74703,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
27058,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
17376,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
118616,448.5414347826931,0.6352941393852234,3811.7648363113403,1,Manual Review,5.4879780931734246,High Delinquencies (3+)
96375,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
147177,561.2095391374235,0.11423549801111221,685.4129880666733,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
42538,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
1136,548.6437594867331,0.14705882966518402,882.3529779911041,0,Auto-Approve,0.5964889282406552,Low Delinquencies (1-2)
89897,475.61856283494245,0.48235294222831726,2894.1176533699036,0,Manual Review,1.574786761227209,Low Delinquencies (1-2)
49161,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
108059,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
135051,629.454205011187,0.025957973673939705,155.74784204363823,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
72061,598.0501969449616,0.05218377709388733,313.102662563324,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
127105,565.1239176631906,0.10539846122264862,632.3907673358917,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
134993,674.0785712852969,0.009414758533239365,56.48855119943619,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
1220,657.1131643043476,0.013870364986360073,83.22218991816044,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
41330,703.7958895865922,0.00476048793643713,28.56292761862278,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
77005,599.771604120198,0.05025125667452812,301.50754004716873,1,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
26281,640.1754070737758,0.020378457382321358,122.27074429392815,0,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
119373,598.0501969449616,0.05218377709388733,313.102662563324,1,Auto-Approve,-0.3818089047458986,Low Delinquencies (1-2)
